: 1585658952:0;gem install lscolors
: 1607467570:0;v requirments.md
: 1607467581:0;rm requirments.md
: 1607467591:0;v playstation.md
: 1607467608:0;rm playstation.md
: 1607467722:0;mv who.md game.md
: 1607478103:0;rm development.log
: 1607563398:0;ruby rand.rb
: 1607563764:0;v rand.rb
: 1607563771:0;rm rand.rb
: 1607717880:0;mkd story
: 1607884467:0;v y_t_
: 1608357437:0;cat law_of_influence.md
: 1608357599:0;v recent-movies.md
: 1608375251:0;cat game.md
: 1608375310:0;cat value.md
: 1608375462:0;cat structure.md
: 1608375476:0;cat story.md
: 1608375520:0;rm -Rf people
: 1608378341:0;rm mindhunter.md
: 1608378352:0;v representatinal-death.md
: 1608378380:0;rm representatinal-death.md
: 1608379123:0;v behaviour.md
: 1608379129:0;rm behaviour.md
: 1608379136:0;rm -Rf disorgansed
: 1608379144:0;rm -Rf organised
: 1608379159:0;v thoughts.md
: 1608379171:0;mv thoughts.md displacment.md
: 1608379237:0;cat serialkillers-overview.md
: 1608530819:0;defaults write com.apple.finder ShowStatusBar -bool true
: 1608530829:0;defaults write com.apple.finder ShowPathbar -bool true
: 1608531147:0;defaults write com.apple.finder FXPreferredViewStyle -string "Nlsv"
: 1608543217:0;youtube-dl "https://www.youtube.com/watch?v=fbj4byHllj8"
: 1608543258:0;youtube-dl "https://www.youtube.com/watch?v=FJ4oBKR68YM\
"
: 1608594032:0;rails new watchlist
: 1608594292:0;mkd script
: 1608594304:0;mv script scripts
: 1608594695:0;rails g model Movie name:string
: 1608594709:0;v ~/.notes/
: 1608596282:0;rails g model Tag name:string
: 1608601463:0;v tagging.rb
: 1608601990:0;v movie.rb
: 1608601997:0;v tag.rb
: 1608603147:0;rails g model tagging movie:belongs_to tag:belongs_to
: 1608603170:0;v 20201222001942_create_taggings.rb
: 1608647042:0;dot
: 1608647419:0;v ~/.notes/recent-movies.md
: 1608648519:0;mv recent-movies.md recent-movie.json
: 1608650898:0;RULES.md
: 1608651062:0;v tv-show.md
: 1608651069:0;rm tv-show.md
: 1608707954:0;ry
: 1608709222:0;v roulette.rb
: 1608709234:0;ruby roulette.rb
: 1608709775:0;rm roulette.rb
: 1608799270:0;v -S clues.vim!
: 1608799297:0;mv clues.vim\! clues.vim
: 1608799310:0;v -S clues.vim
: 1608799401:0;rails new inventory
: 1608799635:0;mv morse.md $OLDPWD
: 1608799656:0;mv clues.vim $OLDPWD
: 1608799670:0;mv clues.md $OLDPWD
: 1608799696:0;mv clues.vim session.vim
: 1608897666:0;ruby watchlist.rb
: 1608897948:0;heat
: 1608898467:0;top
: 1608898566:0;v ~/.zsh_aliases
: 1608975116:0;ruby subtitles.rb badboy
: 1608975378:0;--skip-download --write-auto-sub
: 1608975400:0;youtube-dl --skip-download --write-auto-sub "https://www.youtube.com/watch?v=fbj4byHllj8"
: 1608975504:0;youtube-dl --skip-download --write-auto-sub "https://www.youtube.com/watch?v=rLSm2RSpVKI"
: 1608985022:0;f y_t_downloader
: 1608985033:0;f downloader
: 1609069747:0;v recent-movie.json
: 1609150316:0;updte
: 1609150333:0;v Library
: 1609168897:0;v morse.md
: 1609168904:0;rm borat-rules.md
: 1609168939:0;rm morse.md
: 1609168944:0;rm recent-movie.json
: 1609181866:0;v ~/.viminfo
: 1609184613:0;youtube-dl "https://www.youtube.com/watch?v=haD5AhiqqKo"
: 1609228138:0;youtube-dl "https://www.youtube.com/watch?v=K6_wBQKDJMI"
: 1609228150:0;youtube-dl "https://www.youtube.com/watch?v=P2W4IS_qnlY"
: 1609228417:0;youtube-dl "https://www.youtube.com/watch?v=u0fk6syQ7iY"
: 1609229334:0;youtube-dl "https://www.youtube.com/watch?v=OXfpMWau-mE"
: 1609229366:0;youtube-dl "https://www.youtube.com/watch?v=Yx4ZODqUeD0\
"
: 1609229880:0;youtube-dl "https://www.youtube.com/watch?v=2bxrc_UCBNY"\
"\
"
: 1609229916:0;youtube-dl "https://www.youtube.com/watch?v=KNepwnVWfdg"
: 1609230391:0;youtube-dl "https://www.youtube.com/watch?v=cwnzygvHhGM"
: 1609230880:0;youtube-dl "https://www.youtube.com/watch?v=ReFhu8KYbmU"
: 1609231519:0;youtube-dl "https://www.youtube.com/watch?v=_MolWhOGhRc"
: 1609232540:0;youtube-dl "https://www.youtube.com/watch?v=dFyufUCTCh8"
: 1609232591:0;youtube-dl "https://www.youtube.com/watch?v=OIVIDmuJZLI"
: 1609236558:0;youtube-dl "https://www.youtube.com/watch?v=tbvPsD51cY4"
: 1609238046:0;youtube-dl "https://www.youtube.com/watch?v=vp3UDa3ub4k"
: 1609238160:0;youtube-dl "https://www.youtube.com/watch?v=ag07xTKfA2I"
: 1609238544:0;youtube-dl "https://www.youtube.com/watch?v=88_6SQKuTHk"
: 1609238703:0;youtube-dl "https://www.youtube.com/watch?v=kqxzq6Sb4lw"
: 1609239045:0;youtube-dl "https://www.youtube.com/watch?v=C4Rrj5eRdy0"
: 1609239578:0;youtube-dl "https://www.youtube.com/watch?v=ancPibgH6Bw"
: 1609241372:0;youtube-dl "https://www.youtube.com/watch?v=rDuetklFtDQ"
: 1609242168:0;youtube-dl "https://www.youtube.com/watch?v=oLEZhA8z8Q0"
: 1609242426:0;youtube-dl "https://www.youtube.com/watch?v=j9Ff0ZVXqnM"
: 1609245583:0;youtube-dl "https://www.youtube.com/watch?v=O52jAYa4Pm8"
: 1609247396:0;youtube-dl "https://www.youtube.com/watch?v=eFpTGr2Apz0"
: 1609248309:0;youtube-dl "https://www.youtube.com/watch?v=NyXEr8lS2dw&t=55s"
: 1609249373:0;youtube-dl "https://www.youtube.com/watch?v=affvAXgNng4"
: 1609249807:0;youtube-dl "https://www.youtube.com/watch?v=Qu_3ixEdBkM&t=1s"
: 1609250279:0;youtube-dl "https://www.youtube.com/watch?v=UqKK0vZTwhg"
: 1609250856:0;youtube-dl "https://www.youtube.com/watch?v=IspheJGJiYI"
: 1609251074:0;youtube-dl "https://www.youtube.com/watch?v=hSI5Y4ipK2A"
: 1609252349:0;youtube-dl "https://www.youtube.com/watch?v=oF99aB8nd9o"
: 1609252568:0;youtube-dl "https://www.youtube.com/watch?v=kQ6PrQP7Y7Q"
: 1609252600:0;youtube-dl "https://www.youtube.com/watch?v=DcpUNHl1N9A"
: 1609252687:0;youtube-dl "https://www.youtube.com/watch?v=ZKxr0wyIic4"
: 1609253490:0;youtube-dl "https://www.youtube.com/watch?v=0eMdF92g17w"
: 1609253513:0;youtube-dl "https://www.youtube.com/watch?v=4QCLtgcJAog"
: 1609256294:0;youtube-dl "https://www.youtube.com/watch?v=TEFn1sB_XzI"
: 1609258288:0;youtube-dl "https://www.youtube.com/watch?v=BFpVF3lCufo"
: 1609258855:0;youtube-dl "https://www.youtube.com/watch?v=KAm8DGDY6Gs"
: 1609259479:0;youtube-dl "https://www.youtube.com/watch?v=VLay4TEoghc&t=211s"
: 1609306479:0;youtube-dl "https://www.youtube.com/watch?v=jsw0dl50nxg"
: 1609307511:0;youtube-dl "https://www.youtube.com/watch?v=eZ_Ki2yfkKQ"
: 1609307625:0;youtube-dl "https://www.youtube.com/watch?v=T0Ib5h2KGQU"
: 1609307666:0;youtube-dl "https://www.youtube.com/watch?v=mJZZNHekEQw"
: 1609308803:0;youtube-dl "https://www.youtube.com/watch?v=fsN3VdNssg8"
: 1609308830:0;youtube-dl "https://www.youtube.com/watch?v=8lB9RIgR-0M"
: 1609309467:0;youtube-dl "https://www.youtube.com/watch?v=75cook2gVuA"
: 1609309794:0;youtube-dl "https://www.youtube.com/watch?v=pHEd0DGBSwo&t=93s""
: 1609309798:0;youtube-dl "https://www.youtube.com/watch?v=pHEd0DGBSwo&t=93s"
: 1609309825:0;youtube-dl "https://www.youtube.com/watch?v=VLay4TEoghc&t=25s"
: 1609314166:0;youtube-dl "https://www.youtube.com/watch?v=QxL5TMN--dQ"
: 1609316205:0;youtube-dl "https://www.youtube.com/watch?v=jmypE8qgYRU"
: 1609316712:0;youtube-dl "https://www.youtube.com/watch?v=AotwVWhkMKs"
: 1609317224:0;youtube-dl "https://www.youtube.com/watch?v=p8VNdos7yew"
: 1609317456:0;youtube-dl "https://www.youtube.com/watch?v=q3XFS1-arIs&t=73s"
: 1609320111:0;youtube-dl "https://www.youtube.com/watch?v=cKWyJdVxnRg"
: 1609320551:0;youtube-dl "https://www.youtube.com/watch?v=GHXSvCMpCGM"
: 1609321125:0;youtube-dl "https://www.youtube.com/watch?v=Suw3274XVWE"
: 1609323569:0;youtube-dl "https://www.youtube.com/watch?v=SNyJGHDKBng"
: 1609326372:0;youtube-dl "https://www.youtube.com/watch?v=5zooQSyenyE"
: 1609326754:0;youtube-dl "https://www.youtube.com/watch?v=lDdX6meXcY4"
: 1609328448:0;youtube-dl "https://www.youtube.com/watch?v=KCLpO26zGsY"
: 1609330023:0;youtube-dl "https://www.youtube.com/watch?v=YsFGe6Afx5M"
: 1609330342:0;youtube-dl "https://www.youtube.com/watch?v=S39paDGZ0Ew"
: 1609331220:0;youtube-dl "https://www.youtube.com/watch?v=eVsXVzSse8I"
: 1609332242:0;youtube-dl "https://www.youtube.com/watch?v=GDQob4AOCsQ"
: 1609334924:0;youtube-dl "https://www.youtube.com/watch?v=f-PnGRaJaSA"
: 1609335645:0;youtube-dl "https://www.youtube.com/watch?v=upILOH5xODU"
: 1609335809:0;youtube-dl "https://www.youtube.com/watch?v=tNWPhUDZxdc"
: 1609336976:0;youtube-dl "https://www.youtube.com/watch?v=TQkG2x3qTf4"
: 1609337798:0;youtube-dl "https://www.youtube.com/watch?v=rWH2CW7ac8c"
: 1609337848:0;youtube-dl "https://www.youtube.com/watch?v=4OAFtr-ciQE"
: 1609338125:0;youtube-dl "https://www.youtube.com/watch?v=ydGA_56BGAE"
: 1609339957:0;youtube-dl "https://www.youtube.com/watch?v=u7K72X4eo_s"
: 1609340678:0;youtube-dl "https://www.youtube.com/watch?v=4CFrwHXYotI"
: 1609341058:0;youtube-dl "https://www.youtube.com/watch?v=H4FVCFZMASQ"
: 1609342007:0;youtube-dl "https://www.youtube.com/watch?v=IXM-V-z71DA"
: 1609342231:0;youtube-dl "https://www.youtube.com/watch?v=pTSiQCYQuvA"
: 1609343209:0;youtube-dl "https://www.youtube.com/watch?v=9q-gs8iXQ5Y"
: 1609346501:0;youtube-dl "https://www.youtube.com/watch?v=SlX8-lmxL5A"
: 1609349281:0;youtube-dl "https://www.youtube.com/watch?v=rkE5I9nFqrI"
: 1609350099:0;youtube-dl "https://www.youtube.com/watch?v=OzVZMadRoSQ"
: 1609351770:0;youtube-dl "https://www.youtube.com/watch?v=HVN4RbfaUWc"
: 1609353217:0;youtube-dl "https://www.youtube.com/watch?v=pX-GHWawFlg"
: 1609353570:0;youtube-dl "https://www.youtube.com/watch?v=MtHjkMYWI84"
: 1609354322:0;youtube-dl "https://www.youtube.com/watch?v=57hpkePZxkU"
: 1609356435:0;youtube-dl "https://www.youtube.com/watch?v=YvPerZLPnm4"
: 1609357142:0;youtube-dl "https://www.youtube.com/watch?v=io6xzCMGRtM"
: 1609363431:0;youtube-dl "https://www.youtube.com/watch?v=cwpWcdy3vNI"
: 1609364185:0;youtube-dl "https://www.youtube.com/watch?v=bnh6ZDKOVOI"
: 1609368034:0;youtube-dl "https://www.youtube.com/watch?v=K0O682N0jfo"
: 1609370312:0;youtube-dl "https://www.youtube.com/watch?v=HIcGuFnl7ZU"
: 1609370390:0;youtube-dl "https://www.youtube.com/watch?v=-ig3nsEgqNE"
: 1609401949:0;youtube-dl "https://www.youtube.com/watch?v=mAAolvW2WfI"
: 1609408974:0;youtube-dl "https://www.youtube.com/watch?v=F6KJeNx_sdU"
: 1609409331:0;youtube-dl "https://www.youtube.com/watch?v=omP-tXmFCVo"
: 1609410934:0;youtube-dl "https://www.youtube.com/watch?v=DvTUkRSxE7o"
: 1609415437:0;youtube-dl "https://www.youtube.com/watch?v=bpXfcTF6iVk"
: 1609424845:0;youtube-dl "https://www.youtube.com/results?search_query=shutter+island"
: 1609424866:0;youtube-dl "https://www.youtube.com/watch?v=5iaYLCiq5RM"
: 1609425028:0;youtube-dl "https://www.youtube.com/watch?v=eVsXVzSse8I&t=271s"
: 1609428778:0;youtube-dl "https://www.youtube.com/watch?v=7GSgWzmR_-c"
: 1609434356:0;youtube-dl "https://www.youtube.com/watch?v=FQ2rMly-hzE"
: 1609436972:0;youtube-dl "https://www.youtube.com/watch?v=Suw3274XVWE&t=237s"
: 1609474772:0;youtube-dl "https://www.youtube.com/watch?v=DqQe3OrsMKI"
: 1609477354:0;youtube-dl "https://www.youtube.com/watch?v=7049WVfSanM"
: 1609479006:0;youtube-dl "https://www.youtube.com/watch?v=9gvwhl505-o"
: 1609479024:0;youtube-dl "https://www.youtube.com/watch?v=Xfks6jiS_iI"
: 1609480697:0;youtube-dl "https://www.youtube.com/watch?v=yRhRZB-nqOU"
: 1609481402:0;youtube-dl "https://www.youtube.com/watch?v=SB5_UrnQiNE"
: 1609482083:0;youtube-dl "https://www.youtube.com/watch?v=EiAy1DteURo"
: 1609482519:0;youtube-dl "https://www.youtube.com/watch?v=yzhqNfJnIwo&t=119s"
: 1609484435:0;youtube-dl "https://www.youtube.com/watch?v=vB5Wv8IHVf0"
: 1609484532:0;youtube-dl "https://www.youtube.com/watch?v=JWP_hrNHSN4"
: 1609485307:0;youtube-dl "https://www.youtube.com/watch?v=0xe0BayQQuc"
: 1609500921:0;youtube-dl "https://www.youtube.com/watch?v=vdfuxZDef_I"
: 1609503891:0;youtube-dl "https://www.youtube.com/watch?v=mZSfsX0V9-c"
: 1609504577:0;youtube-dl "https://www.youtube.com/watch?v=rNw0D7Hh0DY"
: 1609505998:0;youtube-dl "https://www.youtube.com/watch?v=lSA7mAHolAw"
: 1609507492:0;youtube-dl "https://www.youtube.com/watch?v=iCr8PnCba2w"
: 1609516003:0;youtube-dl "https://www.youtube.com/watch?v=vk7eA4gVDno"
: 1609587323:0;Applications/Final\ Cut\ Pro.app/Contents/MacOS/Final\ Cut\ Pro ; exit;
: 1609775248:0;v vid.md
: 1609884915:0;youtube-dl "https://www.youtube.com/watch?v=PDpPVKroc8w"
: 1609885198:0;youtube-dl "https://www.youtube.com/watch?v=pGbIOC83-So"
: 1609943111:0;youtube-dl "https://www.youtube.com/watch?v=AuMu4Hmk_s8"
: 1609950713:0;youtube-dl "https://www.youtube.com/watch?v=AuhYI1LZ3LI"
: 1609952289:0;youtube-dl "https://www.youtube.com/watch?v=AgjVHK0oxhc"
: 1609957103:0;youtube-dl "https://www.youtube.com/watch?v=1r7OpbEkHlY"
: 1609961888:0;youtube-dl "https://www.youtube.com/watch?v=s5-AzIeZjhg"
: 1609966989:0;youtube-dl "https://www.youtube.com/watch?v=VP2WctM2tzU"
: 1609970565:0;youtube-dl "https://www.youtube.com/watch?v=y32rzlTpgkg"
: 1609970817:0;youtube-dl "https://www.youtube.com/watch?v=eTz6Qp7QE_c"
: 1610115875:0;~/Library/Mobile\ Documents/com~apple~CloudDocs/
: 1610116183:0;mv Motion\ Templates.localized $OLDPWD/Motion\ Templates
: 1610116344:0;ln -s -i -v ~/Library/Mobile\ Documents/com\~apple\~CloudDocs/Movies/Motion\ Templates ~/Movies/Motion\ Templates.localized
: 1610560536:0;youtube-dl "https://www.youtube.com/watch?v=coxku1PPl-U"
: 1610563309:0;youtube-dl "https://www.youtube.com/watch?v=gykZAZNhM-Y"
: 1610582945:0;f like
: 1610585715:0;v method.md
: 1610585730:0;mv method.md arguments.md
: 1610586481:0;f basic
: 1610588126:0;v definate.md
: 1610588133:0;rm definate.md
: 1610588140:0;v silence.md
: 1610588161:0;rm silence.md
: 1610601319:0;fantasy.md
: 1610605926:0;f bedwe
: 1610605930:0;f bed
: 1610634862:0;v IntEx.md
: 1610668778:0;v piercestrangulation.xlsx
: 1610668801:0;rm piercestrangulation.xlsx
: 1610668807:0;rm SerialMurder-PathwaysForInvestigations.pdf
: 1610683874:0;v borat-rules.md
: 1610684092:0;v serialkillers-overview.md
: 1610688212:0;mv movie.md religion-traces.md
: 1610734702:0;v clues.
: 1610734707:0;v clues.md
: 1610734715:0;rm c*
: 1610758409:0;cp summary.md midsummer.md
: 1610758418:0;v midsummer.md
: 1610761477:0;rm midsummer.md
: 1610780886:0;v religion-traces.md
: 1610787176:0;youtube-dl "https://www.youtube.com/watch?v=pFUKeD3FJm8"
: 1610788025:0;youtube-dl "https://www.youtube.com/watch?v=GBvBu5ErSSo"
: 1610788193:0;youtube-dl "https://www.youtube.com/watch?v=UlKuE7jm0WM"
: 1610791920:0;youtube-dl "https://www.youtube.com/watch?v=kOPAW7Em8mE"
: 1610791948:0;youtube-dl "https://www.youtube.com/watch?v=UvZTPfPMYNA"
: 1610792079:0;youtube-dl "https://www.youtube.com/watch?v=5sEZmMeH96Q"
: 1610793209:0;youtube-dl "https://www.youtube.com/watch?v=I_vzG5nYk1I"
: 1610794473:0;youtube-dl "https://www.youtube.com/watch?v=veSDShoFuPI"
: 1610794540:0;youtube-dl "https://www.youtube.com/watch?v=ILLkD7hTxms&t=51s"
: 1610794977:0;youtube-dl "https://www.youtube.com/watch?v=QzklMXES1BU"
: 1610795085:0;youtube-dl "https://www.youtube.com/watch?v=T_WSXXPQYeY"
: 1610831098:0;cp summary.md des.md
: 1610831101:0;v des.md
: 1610840758:0;rm clues.md
: 1610840764:0;rm des.md
: 1610858495:0;gem list G mechanize
: 1610859569:0;mkd watchlist
: 1610860106:0;watchlist
: 1610860333:0;v 20201221235136_create_movies.rb
: 1610860351:0;v 20201222001803_create_tags.rb
: 1610860424:0;git add -A
: 1610860436:0;g cm "INITIAL COMMIT"
: 1610860448:0;git remote add origin git@github.com:shadowchaser04/watchlist.git
: 1610865880:0;rm IntEx.md
: 1610866218:0;v summary.md
: 1610866279:0;mv summary.md murder-inventory.md
: 1610911569:0;dict secret
: 1610914799:0;v aahing.txt
: 1610914804:0;rm aahing.txt
: 1610919352:0;v social-process-theory.md
: 1610919781:0;rm social-process-theory.md
: 1610940656:0;v trauma-control-model.md
: 1610943139:0;v organized.md
: 1610943369:0;v disorganized.md
: 1610943589:0;finder /
: 1610943712:0;mkd serial_killers
: 1610943774:0;findr .
: 1610944087:0;v type-visionary.md
: 1610944224:0;v mission-oriented.md
: 1610944501:0;v type-lust.md
: 1610944628:0;v type-power_control.md
: 1610946026:0;mv .DS_Store
: 1610977808:0;v emotinal-development.md
: 1610981071:0;rm emotinal-development.md
: 1611020450:0;v silence-of-the-lambs.md
: 1611020706:0;rm silence-of-the-lambs.md
: 1611042447:0;youtube-dl "https://www.youtube.com/watch?v=Ac4J9344s2s"
: 1611042710:0;youtube-dl "https://www.youtube.com/watch?v=5kryqKCyhKg"
: 1611045074:0;youtube-dl "https://www.youtube.com/watch?v=fh5VpZ1do48"
: 1611078410:0;youtube-dl "https://www.youtube.com/watch?v=jyoiywfZcGk"
: 1611082755:0;youtube-dl "https://www.youtube.com/watch?v=2ne8DMfBAn8"
: 1611098364:0;youtube-dl "https://www.youtube.com/watch?v=hmCwvIjOihc"
